Job Title,Rating,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,employer_provided,min_salary,max_salary,avg_salary,same_state,age,python_yn,R_yn,spark,aws,excel,desc_len,num_comp,job_simp_data engineer,job_simp_data scientist,job_simp_director,job_simp_manager,job_simp_mle,job_simp_na,seniority_na,seniority_senior,job_state_az,job_state_ca,job_state_co,job_state_ct,job_state_dc,job_state_de,job_state_fl,job_state_ga,job_state_ia,job_state_id,job_state_il,job_state_in,job_state_ks,job_state_ky,job_state_la,job_state_ma,job_state_md,job_state_mi,job_state_mn,job_state_mo,job_state_nc,job_state_ne,job_state_nj,job_state_nm,job_state_ny,job_state_oh,job_state_or,job_state_pa,job_state_ri,job_state_sc,job_state_tn,job_state_tx,job_state_ut,job_state_va,job_state_wa,job_state_wi
data scientist,3.2,"seattle, wa","seattle, wa",201 to 500 employees,2012.0,company - private,internet,information technology,unknown / non-applicable,0,0,0.2028547262526596,0.040947350733189614,105.5,1,-0.7776101536759052,1,0,1,0,0,-0.625823371867934,1.406840869890585,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
senior data scientist / machine learning,3.9,"dallas, tx","mountain view, ca",201 to 500 employees,2013.0,company - private,insurance agencies & brokerages,insurance,unknown / non-applicable,0,0,-0.0555456289052346,-0.20247018508930992,96.0,0,-0.7961113132545102,0,0,0,0,1,1.9990224517481907,-0.761876426769001,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
data scientist - quantitative,3.8,"chicago, il","new plymouth, id",501 to 1000 employees,1995.0,company - private,logistics & supply chain,transportation & logistics,unknown / non-applicable,0,0,0.3643549482263435,0.24010715276978015,112.5,0,-0.46309044083962025,1,0,0,1,1,1.6695191298660361,-0.761876426769001,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data scientist,4.3,"louisville, ky","peachtree city, ga",51 to 200 employees,1935.0,nonprofit organization,logistics & supply chain,transportation & logistics,$10 to $25 million (usd),0,0,-0.37854607285260233,-0.512274321590673,84.0,0,0.6469791338766797,1,0,0,0,1,-0.6330579757415941,-0.761876426769001,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data scientist,4.0,"herndon, va","mc lean, va",501 to 1000 employees,2012.0,company - private,enterprise software & network solutions,information technology,$100 to $500 million (usd),0,0,1.1072559693052892,1.0810040947020512,143.0,0,-0.7776101536759052,1,0,0,1,0,-0.07204732990231716,1.406840869890585,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
digital health data scientist,4.0,"cambridge, ma","new york, ny",10000+ employees,1849.0,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$10+ billion (usd),0,0,-0.37854607285260233,-0.4016299871259004,86.5,0,2.2380788576367094,1,0,0,1,1,-0.11282418809931033,-0.761876426769001,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data scientist,3.5,"hillsboro, or","san jose, ca",1001 to 5000 employees,1952.0,company - private,banks & credit unions,finance,$100 to $500 million (usd),0,0,0.009054459884238952,-0.0918258506245374,99.5,0,0.3324594210403947,1,0,1,1,1,0.36202890251728753,-0.761876426769001,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
associate data analyst,3.7,"worcester, ma","worcester, ma",5001 to 10000 employees,1852.0,company - public,insurance carriers,insurance,$5 to $10 billion (usd),0,0,-1.3152473602999688,-1.485944464880671,47.5,1,2.1825753789008946,0,0,0,0,1,0.6777207079133637,-0.761876426769001,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
clinical data scientist,4.0,"groton, ct","new york, ny",10000+ employees,1849.0,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$10+ billion (usd),0,0,-0.37854607285260233,-0.512274321590673,84.0,0,2.2380788576367094,0,0,0,1,1,0.7533552029561735,-0.761876426769001,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data scientist,4.8,"clearwater, fl","clearwater, fl",501 to 1000 employees,2010.0,company - private,security services,business services,$100 to $500 million (usd),0,0,0.17055468185792283,-0.8442073249849905,85.0,1,-0.7406078345186953,1,0,1,0,1,-0.2686970170136229,-0.761876426769001,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data scientist,3.8,"richland, wa","richland, wa",1001 to 5000 employees,1965.0,government,energy,"oil, gas, energy & utilities",$500 million to $1 billion (usd),0,0,-0.6046463836157598,-0.689305256734309,76.5,1,0.09194434651852974,1,0,0,0,0,0.008848695230427351,1.406840869890585,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
data scientist,3.6,"detroit, mi","detroit, mi",1001 to 5000 employees,1997.0,company - private,real estate,real estate,$500 million to $1 billion (usd),0,0,-0.08784567329997138,-0.1803413181963554,96.0,1,-0.5000927599968302,1,0,0,0,0,-0.3469622771014001,-0.761876426769001,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data scientist / machine learning expert,3.8,"cambridge, ma","basel, switzerland",10000+ employees,1996.0,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$10+ billion (usd),0,0,0.3643549482263435,0.32862262034159817,114.5,0,-0.48159160041822524,1,0,0,0,0,0.7730859407934283,-0.761876426769001,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data scientist,3.8,"sunnyvale, ca","sunnyvale, ca",5001 to 10000 employees,1996.0,company - public,telecommunications services,telecommunications,$2 to $5 billion (usd),0,0,0.5904552589895009,0.4613958216993252,121.0,1,-0.48159160041822524,1,0,1,0,1,-1.0145189072618528,-0.761876426769001,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data scientist,4.7,"ipswich, ma","ipswich, ma",201 to 500 employees,1974.0,company - private,biotech & pharmaceuticals,biotech & pharmaceuticals,unknown / non-applicable,0,0,0.33205490383160674,0.26223601966273463,112.5,1,-0.07456608968891526,1,0,0,0,1,-1.1236956566279959,1.406840869890585,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
web data analyst,4.2,"san jose, ca","chicago, il",201 to 500 employees,2008.0,company - private,it services,information technology,unknown / non-applicable,0,0,0.0736545486737125,0.15159168519796212,106.0,0,-0.7036055153614852,1,0,0,0,1,-1.401241368872046,-0.761876426769001,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data scientist,3.5,"redlands, ca","redlands, ca",1001 to 5000 employees,1969.0,company - private,computer hardware & software,information technology,$1 to $2 billion (usd),0,0,0.23515477064739637,0.08520508451909863,107.0,1,0.01793970820410974,1,0,1,1,0,0.7434898340375462,-0.03897066121580572,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data scientist,4.7,"woburn, ma","woburn, ma",201 to 500 employees,2010.0,company - private,aerospace & defense,aerospace & defense,$100 to $500 million (usd),0,0,0.26745481504213314,0.19584941898387112,110.0,1,-0.7406078345186953,1,0,1,0,1,-0.1095357317931012,-0.761876426769001,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
senior data scientist,3.5,"fremont, ca","gottingen, germany",5001 to 10000 employees,1870.0,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$1 to $2 billion (usd),0,0,1.30105623567371,1.1473906953809148,147.5,0,1.8495545064860046,1,0,0,0,1,-0.20687403845689134,-0.761876426769001,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data engineer,3.5,"long beach, ny","long beach, ny",201 to 500 employees,1985.0,company - private,insurance carriers,insurance,$100 to $500 million (usd),0,0,-0.023245584510497824,0.21797828587682563,106.0,1,-0.2780788450535702,1,0,0,0,1,-1.401241368872046,-0.761876426769001,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
data analyst,4.2,"san francisco, ca","san francisco, ca",201 to 500 employees,2008.0,company - private,it services,information technology,$50 to $100 million (usd),0,0,-0.34624602845786556,-0.35737225333999145,88.0,1,-0.7036055153614852,1,0,0,1,1,-0.5370350516002876,1.406840869890585,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data engineer,3.6,"marlborough, ma","lowell, ma",1 to 50 employees,,company - private,-1,-1,less than $1 million (usd),0,0,-0.21704585087891848,0.01881848384023511,98.5,0,,0,0,0,0,1,-1.232214714732897,-0.761876426769001,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data scientist - algorithms & inference,4.2,"san francisco, ca","san francisco, ca",51 to 200 employees,2010.0,company - private,enterprise software & network solutions,information technology,unknown / non-applicable,0,0,1.139556013700026,1.0367463609161423,142.5,1,-0.7406078345186953,0,0,0,0,0,-0.024035867831663914,-0.761876426769001,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
scientist,3.4,"allendale, nj","shelton, ct",5001 to 10000 employees,2015.0,company - public,consumer products manufacturing,manufacturing,$2 to $5 billion (usd),0,0,-0.7338465611947069,-0.33524338644703694,82.5,0,-0.8331136324117202,0,0,0,1,0,-0.21016249476310048,1.406840869890585,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
senior data scientist,4.3,"chicago, il","chicago, il",1001 to 5000 employees,1993.0,company - public,real estate,real estate,$2 to $5 billion (usd),0,0,1.139556013700026,0.48352468859227965,130.0,1,-0.4260881216824102,1,0,1,0,1,3.4531778303538667,1.406840869890585,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data scientist,5.0,"washington, dc","alexandria, va",unknown,,company - private,enterprise software & network solutions,information technology,unknown / non-applicable,0,1,2.431557789489497,0.7048133575218247,155.0,0,,0,0,0,1,1,-0.4318044498015956,-0.761876426769001,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
lead data scientist,3.7,"bellevue, wa","foster city, ca",10000+ employees,1958.0,company - public,it services,information technology,$10+ billion (usd),0,0,2.6899581446473912,1.8333855690625043,184.5,0,0.22145246356876475,1,0,0,0,1,2.2469720572363587,1.406840869890585,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
associate data analyst,3.1,"longmont, co","omaha, ne",5001 to 10000 employees,1986.0,company - private,enterprise software & network solutions,information technology,$2 to $5 billion (usd),0,0,-1.7674479818262838,-1.9727795365256702,29.5,0,-0.29658000463217526,0,0,0,0,1,-0.30092388881447235,-0.761876426769001,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
spectral scientist/engineer,4.7,"beavercreek, oh","chantilly, va",501 to 1000 employees,1999.0,company - private,aerospace & defense,aerospace & defense,$100 to $500 million (usd),0,0,-0.6046463836157598,-0.24672791887521892,86.5,0,-0.5370950791540402,0,0,0,0,0,-0.7810385095210048,1.406840869890585,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
college hire - data scientist - open to december 2019 graduates,3.7,"peoria, il","deerfield, il",10000+ employees,1925.0,company - public,industrial manufacturing,manufacturing,$10+ billion (usd),0,0,-0.37854607285260233,-0.6450475229484,81.0,0,0.8319907296627297,0,0,0,0,0,-0.7435501076302208,1.406840869890585,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data scientist,3.8,"fort lauderdale, fl","fort lauderdale, fl",501 to 1000 employees,1984.0,subsidiary or business segment,advertising & marketing,business services,unknown / non-applicable,0,0,-0.21704585087891848,-0.3131145195540824,91.0,1,-0.25957768547496524,1,0,0,0,1,-0.6277964456516595,-0.761876426769001,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"data scientist, office of data science",3.3,"boston, ma","boston, ma",10000+ employees,1912.0,company - private,insurance carriers,insurance,$10+ billion (usd),0,0,0.3643549482263435,0.32862262034159817,114.5,1,1.0725058041845947,1,0,0,0,0,0.24627524053872626,1.406840869890585,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data science analyst,4.6,"huntsville, al","huntsville, al",1001 to 5000 employees,2002.0,company - private,aerospace & defense,aerospace & defense,$100 to $500 million (usd),0,0,-1.0891470495368114,-0.733562990520218,68.0,1,-0.5925985578898553,1,0,0,0,1,-1.4735874076086468,-0.761876426769001,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data scientist,3.7,"armonk, ny","zurich, switzerland",10000+ employees,1863.0,company - public,insurance agencies & brokerages,insurance,$10+ billion (usd),0,0,0.3643549482263435,0.35075148723455263,115.0,0,1.9790626235362396,1,0,0,0,1,0.5685439585472206,1.406840869890585,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
data scientist,3.7,"san diego, ca","falls church, va",10000+ employees,1939.0,company - public,aerospace & defense,aerospace & defense,$10+ billion (usd),0,0,0.17055468185792283,0.24010715276978015,109.5,0,0.5729744955622598,0,0,0,0,1,0.38044425783205865,-0.761876426769001,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data scientist,3.5,"albuquerque, nm","gottingen, germany",5001 to 10000 employees,1870.0,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$1 to $2 billion (usd),0,0,-0.6046463836157598,-0.733562990520218,75.5,0,1.8495545064860046,1,0,0,0,1,-0.21476633359179323,-0.761876426769001,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
data scientist,4.1,"san francisco, ca","santa clara, ca",501 to 1000 employees,2012.0,company - private,enterprise software & network solutions,information technology,unknown / non-applicable,0,0,1.462556457647394,1.3465504974175053,154.5,0,-0.7776101536759052,1,0,1,0,1,0.21930989882781143,1.406840869890585,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
data scientist,4.7,"saint louis, mo","saint louis, mo",51 to 200 employees,2016.0,company - private,it services,information technology,unknown / non-applicable,0,0,1.1718560580947628,1.0588752278090967,143.5,1,-0.8516147919903252,1,0,1,0,0,0.7566436592623826,0.6839351043373896,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
